Date,AEM,AMD,ASML,GOOGL,MRVL,MSFT,MU,NVDA,PLUG,VERU
2003-01-03 00:00:00-05:00,0.02511725175542005,-0.01003595093352335,0.03315219498445007,0.0,-0.005543139329438722,0.0013023555951356554,0.01587340143718997,0.0,0.014690731539801969,-0.006269449507690502
2003-01-06 00:00:00-05:00,-0.015789443045792592,0.031208176897660197,0.03629014360842775,0.0,0.06929563818944606,0.018055163969879013,0.03861477497030979,0.07811010693851307,0.06062462181643484,-0.0784717741675801
2003-01-07 00:00:00-05:00,-0.058017215115889045,0.0013957055908503904,-0.009478931455058487,0.0,0.0634776448619428,0.018631319460253485,0.04082186137169346,-0.0030159415253034954,0.009756174945364656,0.020202655695462243
2003-01-08 00:00:00-05:00,0.03792212846152826,-0.06929178255897661,-0.07012721714079166,0.0,-0.013363113342300368,-0.028355077716742467,-0.09032252832979584,-0.10477495476205607,-0.019608471388376313,0.03278980166843135
2003-01-09 00:00:00-05:00,-0.010200257743895687,0.03235573300412458,-0.011415605789546106,0.0,0.04601015728054547,0.028533720414093418,-0.010000018889073304,0.01742064674193937,0.02734548329089274,0.0923734294591957
2003-01-10 00:00:00-05:00,0.024308803211295266,0.06986080301844287,0.07730109361629098,0.0,-0.019023188238520526,0.0019695319943541013,0.03360001240834524,0.01712251444815245,-0.035297841938052923,0.028987435316134433
2003-01-13 00:00:00-05:00,-0.03392447583827931,0.00538358807363541,-0.010683605157785407,0.0,-0.04737290654798405,0.008369742715571967,-0.019627780370835363,-0.008113641195751026,-0.042819966726262884,0.0
2003-01-14 00:00:00-05:00,-0.07820395373856168,-0.0026881711636244287,-0.0021506168033498564,0.0,-0.025493998248102265,0.010232811757528847,0.010842778337751588,0.0073082781744639004,0.018576416777002464,0.011363941936152968
2003-01-15 00:00:00-05:00,-0.008995737038736797,0.0026881711636244487,-0.04626400330548761,0.0,-0.012281412317832219,-0.012363283910126107,-0.02381053566580407,-0.031230337287092246,-0.022751804148559682,0.0
2003-01-16 00:00:00-05:00,0.04993712097273297,-0.03413300725841672,0.0022523358008080235,0.0,-0.0353121117515986,-0.01648487309172571,-0.03161931391340137,-0.07000745979137797,-0.04274154907426125,0.0
2003-01-17 00:00:00-05:00,-0.02686194746212455,-0.1773339539978747,-0.07229229525674889,0.0,-0.03711545685860973,-0.07287195717066786,-0.05211165691088026,-0.03832561863395616,-0.031044570657251983,-0.08855358112296813
2003-01-21 00:00:00-05:00,0.026861947462124617,-0.004987576305126313,-0.014616807783298156,0.0,-0.027981396467277906,-0.0025288320977663427,-0.02879489188716324,-0.02543728348567898,-0.055569885521452235,-0.037740141147723644
2003-01-22 00:00:00-05:00,0.019858717447787614,-0.04779070051613058,-0.01857637782921611,0.0,0.008893675570900046,-0.0064500372698178725,-0.04598504354343762,0.0009612976853789581,-0.0095694876959328,0.08594234501840409
2003-01-23 00:00:00-05:00,0.03654327634181757,-0.01231320667438356,0.025911211130268955,0.0,-0.002085208893394832,0.024787780981093008,0.03354838039958605,0.027262778953791936,0.05835961726493556,0.0
2003-01-24 00:00:00-05:00,0.046950588096891975,-0.039716459705210504,-0.056370249450650466,0.0,-0.018436502611181772,-0.04759534791149605,-0.0658284605341655,-0.058247033632599386,-0.03226080975035776,0.0
2003-01-27 00:00:00-05:00,-0.04559743843698077,-0.02801296487773111,-0.03141628483007685,0.0,-0.08657599466216576,-0.013734685098377348,-0.029595230707258398,-0.014858969441198312,-0.052896963989519694,-0.029852685102233933
